FollowerID,FollowedID
71885,29445
81262,90974
29077,98628
44528,87015
81667,88502
72160,35722
99770,23274
49498,64210
44989,14373
47970,38441
04466,06782
64290,53647
76342,01412
02640,39003
56570,94995
72496,06702
72352,38441
58040,48100
05969,73453
31615,99467
66190,26329
90665,12060
28607,63271
75473,82696
40186,54568
49696,84441
02796,00305
64818,45486
20575,33083
01123,20978
84082,34271
01534,08396
27964,98390
41004,24816
51632,18283
14055,45624
33279,18303
08378,59023
88019,95340
93670,73600
28784,74875
40270,32613
12797,08113
98041,74637
75584,04013
55605,81159
06300,35313
00770,59881
71679,51968
54556,50868
31822,01519
15518,09837
51877,43904
17998,57722
00859,27219
90403,33083
60281,33083
74323,52014
71911,44588
74838,84276
11713,16722
98006,54804
55835,30749
52191,04791
31531,41492
23478,75958
92585,13998
49020,35009
24528,08559
61034,98390
03342,64940
16590,00141
58858,10941
45566,81534
29684,66987
72899,00547
24899,42925
21992,10660
80481,68729
22333,07894
69600,74328
69211,54147
64549,68440
91394,36601
12719,43299
14884,50215
27872,51453
43891,51453
10856,69121
41000,53587
61320,64688
62186,16216
92027,10588
73615,51453
94500,05560
44924,91530
63287,51453
93203,56086
28365,07869
49740,56778
20287,50685
76956,48397
22516,76738
36141,32765
40740,85086
87393,10588
67960,13724
96186,71584
21272,00207
23281,51453
81468,28664
16784,58803
30086,13345
20395,06752
11869,27020
64343,98390
87003,20228
17431,92599
69684,71177
09042,41939
47794,54566
94714,19545
01430,63271
97855,59023
01723,12261
84254,19810
06930,27002
95141,65009
28811,83424
17248,67435
65766,35722
16723,64975
13760,23274
95618,19256
17249,50215
55155,33169
06399,39924
52296,19666
90895,98390
07876,33924
78681,21843
58125,45255
47300,39018
77280,10588
71251,21000
09734,63981
86606,15925
79170,10005
90956,87480
91332,97910
10040,47185
50024,84961
05542,84276
20811,54568
70495,20991
03903,26016
98628,51453
36095,07846
51136,38441
19845,53396
26758,94425
55373,49159
66197,06398
53566,52104
48892,96830
55139,81484
51950,45774
05514,38160
93327,38502
20116,09166
67708,76738
48081,36061
39716,54568
33273,29493
04887,43680
56980,38441
25992,64122
80015,72882
95515,21080
54992,33859
39565,61474
49877,16216
25028,12609
22065,38382
57334,87237
15596,09864
19296,24899
54140,63271
98285,33819
86976,51891
42148,26329
19913,10875
68110,82996
84608,88040
05330,51453
65111,95340
78550,95340
81781,10588
82493,93274
19361,60137
96423,30679
94778,09251
79444,53917
50355,26016
26509,52395
31449,88159
95950,96530
36800,95340
24553,88284
88717,06599
70554,22720
32194,25714
26668,95340
04691,77107
31586,08559
94158,80329
88994,51453
53550,02772
95759,26329
61728,73467
51554,91368
74530,63271
65987,32579
59881,39342
94857,89004
35009,68255
84540,33169
26341,35880
31487,43481
74625,47494
35313,38441
96840,54875
66468,37986
08672,42861
36665,12170
23204,33808
49006,02436
93012,90776
75741,32830
81884,91530
40120,50639
45116,18462
52653,55052
42534,74398
49140,54345
52397,29646
59059,17913
31468,01456
36143,13510
48818,73271
77855,98390
34676,17884
16150,93784
37333,05933
88875,95438
86451,51453
25886,23847
20601,94683
15487,29587
41492,88027
28066,67699
07656,44713
54380,21000
60441,21160
90708,90209
04075,51453
91381,69121
65490,94564
47363,92011
18691,93577
10646,36911
72652,44279
73743,27148
20506,19958
87457,27020
23074,43196
66861,75976
33918,26329
90671,62005
90470,49709
14929,49709
85476,96443
86199,93894
90123,02614
70202,40394
45078,86501
19372,21000
58817,45997
17513,54568
52818,63792
53704,18694
61870,00312
36489,91093
85841,79362
83427,65554
20060,78010
71238,07194
48782,32109
68786,63271
06191,03641
20000,48924
90910,17798
16862,07656
24486,31522
88136,82398
25814,11334
03573,56182
29822,96777
92249,75314
28591,72597
70225,76848
92557,09631
21521,90776
26245,11591
50009,58402
46532,66261
68644,73106
23057,90692
03588,55673
24527,54329
83672,83889
32249,33878
95800,37249
81509,34762
87690,63968
30901,14606
19837,60246
58509,21259
81550,18907
69186,55948
22866,00265
48259,83450
92085,64940
29219,73894
29674,12553
55793,42526
67067,34466
04691,47150
12278,90776
72947,97621
06182,50972
51381,56641
16019,72703
20721,79585
26397,37898
13203,01550
16350,15558
13344,35129
73284,21000
73841,63271
83851,96241
94142,09999
65111,63271
83577,43376
94279,72496
70850,84228
53100,48202
42737,43680
34271,12786
27656,98006
28468,98364
20097,13998
21130,92010
67272,01798
14103,71613
38048,24504
20231,34048
89241,83911
74886,15487
88465,98628
83696,84276
23416,69391
46925,39757
49884,18198
81823,98959
44612,20222
87208,05406
51485,23074
84476,75038
63295,84851
32058,07808
86125,10941
07622,26450
91088,75391
36074,10915
31089,00570
89103,31109
73911,95340
16111,62545
42669,14630
87773,08192
50921,17354
87979,06599
37463,63271
30220,53917
95942,47640
48571,38382
41110,69121
62951,04585
41807,24293
09907,76170
82985,63271
48877,09561
95968,26329
10449,53265
89614,33678
56501,26469
75346,93785
12249,54413
49794,54632
27873,54568
59575,51453
47534,76758
08235,48100
00072,77454
02468,24475
57455,97660
88711,01632
82493,85144
65554,10588
97005,63271
19701,30059
26579,54023
95384,42710
82131,39624
70591,53265
59897,39835
74909,95685
62744,20658
21545,42471
63968,21926
79590,98390
24380,12889
86649,38441
03770,45768
44847,64975
70419,51453
62807,61723
55472,34784
84756,94119
83657,64122
93085,64940
26758,10941
12288,59086
50564,32291
24836,03063
76429,59881
23775,22265
19004,04662
16043,54568
46710,81635
46172,49159
50024,26522
36951,52794
60246,76184
37076,48458
94751,05499
18504,41828
74194,46219
40104,30348
88502,72522
65588,39342
75706,44457
59459,92373
11913,41600
26529,38382
45997,42526
04545,25103
43688,03342
53704,23318
41221,65484
62145,19810
77929,70043
35545,53122
81646,18556
61395,43680
14587,87352
74828,61979
18126,53645
50340,21000
27148,05428
49106,54804
95783,00777
48822,34450
21153,51453
61160,40788
27211,42526
30909,98390
41136,57403
69601,58369
73988,81347
44296,57105
46115,92220
54547,63209
32491,29220
43667,71538
38059,70817
40249,66261
09949,75304
39970,57105
52235,53647
79879,54568
80391,23092
94110,95110
33746,26893
59578,27693
76032,87015
54049,26057
69819,72060
87393,65490
22378,14294
06503,54800
66142,41667
80121,68530
96287,94040
76115,63271
70762,60632
69216,54568
35169,10733
20640,10915
01115,99600
75540,44124
08382,64818
15237,84276
05908,48251
39476,89513
68698,34194
37486,59161
54390,37076
62545,76328
17451,84126
16483,03686
01429,04239
36441,53265
39878,37928
08793,14606
80951,21000
07470,78833
18642,89317
47273,10915
15210,19810
60971,33004
51991,84792
70196,66184
51735,18931
77024,33320
90289,81214
00360,51968
56837,97162
10599,92244
80710,21000
09434,25750
47853,51558
24936,25529
43068,38873
29072,09251
29293,93998
72899,37206
26982,28936
24068,18931
53802,15709
89290,70329
04515,83889
25831,30501
38160,18237
53658,19810
14336,02052
30584,63271
95110,54568
66664,70407
89864,76354
52318,73825
71590,79743
04392,51521
86534,31043
94346,89311
75275,84276
50468,71518
06843,15195
86883,10005
88156,97415
57904,88302
08879,46643
24823,99042
39530,19810
41816,06621
30068,51453
48688,95340
21408,15925
73942,56821
36660,42033
44725,17837
44510,69121
20849,19810
17692,51453
20175,58561
30820,00802
02228,13215
52942,54287
14356,20658
01413,21599
28833,19666
53899,47015
09291,69391
16179,63271
56463,74184
48533,93742
01495,43667
56301,13998
63246,56821
45982,71272
41282,24053
99475,06503
36416,60552
27758,06399
22679,90987
97718,54568
33727,78214
22312,22524
28471,26425
17440,04791
71589,28847
09345,95340
76900,77204
02233,10112
95577,16019
21428,63271
17555,28637
49409,06671
96164,40793
33805,63271
72331,45929
13540,79822
62964,60621
92061,49709
34032,40817
82417,74430
79439,94089
23969,92647
06836,38401
85025,51453
71209,86177
58245,15475
90307,47130
19459,33491
08793,17798
41486,55495
77345,73921
45378,38382
70817,27243
33273,91207
96450,70087
32413,49072
83138,18664
75845,72882
10301,75594
13327,12690
11490,97944
15798,51453
67864,04076
92881,34118
91666,51613
98759,57430
89165,91404
10038,44958
06785,84553
64048,28367
04864,76029
29675,55414
46774,10915
81975,57898
92596,35237
79165,31419
14526,49709
22557,17560
65005,95191
99477,24669
28927,52110
23811,16019
47871,83889
19696,14102
49775,17679
90511,31600
34046,54568
85891,38001
25490,90799
98422,69554
92267,51453
25892,19810
37808,28664
58527,86596
02512,29792
68698,49764
79263,54568
43688,01315
61421,02401
21769,01056
49561,57326
49938,72703
91165,34450
81113,72703
41018,18803
90853,44539
33606,58580
23775,38930
84351,63271
20948,95340
79096,70329
54566,22265
24294,44612
65766,47743
22302,15925
47659,53281
02401,41360
52701,34450
11231,13998
80014,13203
86932,36952
96484,92906
19850,54646
15549,08126
54115,21000
19932,54568
41353,71938
93475,54568
30671,43428
61244,63271
20242,61242
22509,79278
96215,28936
23557,04220
49879,08559
88244,25511
68087,02772
89071,51453
13032,19256
96332,10915
86981,51453
05499,04323
75895,51453
29522,65987
20566,07441
85407,09072
22633,73945
49219,71177
67633,63271
14940,66631
71377,15342
57545,51453
71104,49824
52965,29103
01177,10915
77057,10915
43001,25874
71251,06671
40470,98527
99773,13167
89659,00117
51269,17798
66417,91300
65752,43680
69600,48533
41107,51453
97970,96043
84792,39367
52692,71177
99088,11169
57540,68662
28596,28889
23629,10915
18589,67141
57643,77078
23471,08559
23991,01828
91934,07382
37146,16019
33066,51453
14946,27211
64169,94296
75166,72882
93273,85018
12084,47363
81468,44225
53610,54568
78547,97705
36384,54329
69927,10588
21065,51242
26331,10915
72731,02315
28824,86473
55684,40154
98079,64543
21982,66103
08528,00425
26027,71177
71477,33279
71994,38833
12933,00324
83810,04791
23517,26406
70282,89513
72774,66349
47194,51709
21185,92599
81550,16716
74682,72744
08529,06813
52517,51453
57105,16058
60368,71824
31967,83889
23220,81855
27249,87234
66261,56821
50921,63271
26857,20475
63926,39969
99271,09034
44412,59599
83670,96431
99770,79307
53098,17791
60039,10915
57381,51521
14445,00090
10069,18873
88316,50451
20553,19810
29679,67435
20055,10677
71619,82792
97266,97153
46218,89369
60910,69763
96878,83889
70145,48030
94389,94341
97910,94708
02704,39835
63746,49709
12786,62044
55731,71770
96253,37037
76976,16216
84384,89513
71368,51453
86935,77930
32412,72882
82286,12238
80296,43975
54035,10941
66527,64940
46745,97081
55253,54568
70770,60801
71694,64940
46277,63271
23340,69391
02273,98628
97384,14946
51589,37505
92749,95340
52681,51453
22328,57105
46974,54329
12685,13777
59200,19810
81672,50619
74835,88411
21272,33813
29435,55822
89317,43376
84647,00777
58768,69860
18046,54568
80446,02436
34956,59023
18791,72703
54312,42103
39886,07199
57886,54329
52322,49003
74309,00324
78735,45277
91357,63640
33291,52328
91317,57950
75535,27693
36074,08559
67353,19256
80511,76659
39565,10915
61046,23102
60510,51453
83528,33808
52601,69363
71177,77078
14211,99600
38197,73174
70808,02772
37832,31193
80051,16216
85044,51269
52104,86515
43001,96443
15683,80605
04252,16058
18409,96210
05281,38886
37808,51623
08382,01983
72022,17798
70918,80201
47654,51453
29089,00083
71523,54189
25042,86427
05572,32465
39963,63271
71676,51453
81915,54930
62639,25872
98851,99271
73235,34193
31116,01574
59095,74815
01701,04971
28015,04721
45696,67991
90482,39589
78328,88220
78885,35284
26791,01846
47500,38441
13032,52191
74818,19139
57919,97944
88464,81961
38446,42996
75328,05794
63458,91207
02677,62602
70488,47467
54624,86711
04707,03126
83663,71194
56459,37215
91598,11821
30441,26450
38661,29664
32964,12836
78735,94361
51985,48936
88484,33783
55644,52303
52902,78394
49587,16179
05225,37616
16590,10941
45557,57071
57650,86111
18087,31120
56135,72882
24177,94425
23687,12010
01085,32790
28330,93577
86085,63271
58076,75459
33771,49757
63535,89795
39759,51453
91195,74297
49237,55213
79444,43499
22326,10588
30573,51453
40943,00547
10885,97013
37520,32953
46003,20991
21769,65666
78840,06440
98527,24053
16821,63271
12259,93325
09339,93149
62494,22776
85079,13998
61244,49709
56161,72882
71134,60632
97333,23653
45873,51968
94876,63271
73337,32061
23699,54568
39969,16614
45849,13880
40953,10875
15370,97848
43138,49432
81466,09151
09160,06229
07149,51453
84678,04963
40407,55558
33727,44539
40244,26329
30361,72703
84925,20546
18614,29072
70198,69183
97468,28813
60935,11247
76803,29477
75548,45624
33957,28111
79824,19810
44005,21926
67549,51453
29239,19358
70329,20966
11085,86313
09418,64543
31473,79165
69086,91753
23861,42543
05076,51169
66935,51453
22931,77616
73710,08009
22848,48458
62812,19545
37249,79319
57484,18323
91145,07189
23773,11694
92149,29873
43001,79824
28000,92735
96982,21185
67691,05514
67691,53038
14278,35313
91317,48179
38118,27020
50474,49709
97777,48278
98662,37741
21280,54646
52433,54568
08980,98390
29522,20099
52305,13483
80014,54329
49798,59086
56821,25872
45078,05933
77691,54329
03881,64595
14886,05144
78767,51762
63451,21397
02315,51453
30830,80003
91091,66261
21451,10588
11371,51453
54026,63271
37880,90417
22274,62017
51519,26988
68109,73181
38879,58092
89203,57527
60432,54568
57898,16686
49106,79009
64770,32233
94634,53938
68893,12168
68662,70481
78338,05621
18858,08132
99073,54568
97266,51453
87850,89311
83672,81159
18184,29372
71598,18664
80575,90776
59675,89513
61052,01550
43217,71229
70232,29372
34271,92632
13218,74968
27169,42430
20939,51453
51644,98364
13939,08977
96600,20966
04023,20099
66468,33676
57430,82764
15147,73106
76416,23557
64940,80329
10687,26805
44459,54474
03088,69854
81733,63066
95942,54147
21854,80152
58887,46937
06398,37045
19395,52499
56091,92599
77378,19810
49475,09993
87310,30939
66696,51453
02807,71655
61430,96210
01603,72882
89092,31431
16645,63271
02729,70975
16073,11665
31601,74616
10687,01083
70674,12063
75850,98390
40249,13205
41271,34450
31864,68601
05709,54329
91919,51453
70992,75976
66398,67482
05837,27486
08361,86930
39188,20310
60908,19810
09561,90537
92921,75706
70495,49709
50137,71940
18462,91207
10599,20849
46115,50791
79306,39342
32164,19927
31652,76102
08260,65987
83053,33076
42319,97579
99924,81509
56836,10105
84039,95685
59493,63271
11490,62044
50993,78460
31449,54568
75119,18527
45899,74968
15375,10850
37849,23627
90499,57249
87773,13203
67216,91093
62370,49154
60340,02785
55615,99584
86394,37658
00615,33808
32634,28713
69096,08851
33291,25006
93990,63968
10328,03531
13939,58561
92807,45897
42595,59578
26988,33088
84384,91883
54026,79415
05846,97575
16310,03708
89140,52496
00141,13366
28150,00777
18791,49159
27449,42033
67361,86173
34358,59440
90057,26418
15463,51453
76568,21624
41570,75594
02943,54329
76077,75955
55207,49709
33978,64941
87690,84276
83058,96457
00459,53716
22703,50445
36451,94425
67361,44930
35169,85880
46452,10915
94232,22776
43328,51453
59887,13426
64848,11846
34696,88216
02869,60554
56017,76848
74047,98390
14047,71947
35320,73106
04721,19810
27435,54568
69260,89795
67057,49709
72597,47273
86638,71177
67702,21000
30837,20463
37054,72344
59368,01514
32848,10588
95534,00777
01659,58402
14944,94863
46172,19256
84703,86254
03154,18554
16821,38820
46115,26207
21848,97075
34176,07965
22292,84468
30679,88957
81001,03531
86673,35313
61031,13203
35029,71998
09112,02276
94270,64688
91815,54568
93857,26511
74801,20566
35299,37215
31523,81265
85542,08559
82325,48782
81571,30406
84290,92395
18931,71238
71994,95340
03747,54568
97805,52207
19859,70699
33399,84996
75959,39924
24028,17798
10535,98769
39018,75515
24394,28126
34559,79909
92498,61242
28149,17001
13327,10915
82381,05668
25509,29873
69819,42950
91552,37928
06846,47813
19666,51453
59259,64940
22202,06403
19921,73581
04286,54843
31108,38441
54566,68197
09619,53988
26013,40066
71960,54568
01413,33464
62866,56216
04075,06819
65412,23274
44033,95685
74397,96530
03507,76106
28378,57592
11976,18803
04662,62686
22415,15925
14514,19810
50392,53265
98813,50735
10200,62748
65484,13998
15890,02614
33165,31193
94623,72935
98851,39969
14855,99814
14706,53647
72422,76940
09384,47686
00846,44966
40120,23430
07351,98390
18990,79165
39488,28664
17435,18285
18931,10442
52414,01659
45200,17837
77729,26397
10971,13998
97513,91207
88391,69121
77147,26450
98637,78881
62730,87452
49781,57874
27427,63271
55495,60517
46864,31193
29543,92294
62149,40033
86593,46614
39294,67991
03293,97130
90172,13203
45696,79307
47730,54568
46484,10915
05026,12817
14122,54329
14631,31494
71238,54568
12209,16694
56795,51453
53449,99024
93744,27693
80294,76659
54525,24850
73615,42543
67889,63271
16713,20399
50172,99836
01369,49907
35129,30756
33790,02548
99599,21832
87393,52104
11846,97703
14538,54036
64814,28367
75024,12769
57802,29508
06850,39659
98006,68830
70225,93784
26562,38441
97153,58803
26139,74279
30384,27020
35105,50807
35265,44539
05281,50263
15570,21000
70067,40245
35840,42960
19429,67089
01370,16216
21825,19810
96686,49709
98725,14606
01963,35723
43369,00266
27420,72422
00312,06943
02468,51453
49877,24014
38001,70591
53187,44787
78519,10915
00645,00305
69083,54033
75125,99871
16052,24380
53604,76086
03154,54568
12386,38382
98566,59023
30952,13844
65374,19810
60313,70488
76976,63271
76306,68933
98422,67372
06083,38441
71779,75717
44528,29476
10949,94995
72511,42355
33678,38441
05516,05562
78944,78214
78010,51300
91145,21000
57451,11169
12985,68534
31981,95340
10992,93172
69415,87272
41776,10347
79945,51950
48955,64940
43531,49995
75822,96354
40445,14929
02468,18786
33924,76764
88423,01317
48209,19810
31419,27020
54151,02869
42282,37392
76021,56662
32765,27479
93851,26559
53414,42996
19453,67347
12836,06688
18254,26329
85608,68150
18336,66103
71452,90987
91707,50619
18230,62447
67849,44279
37716,96829
19641,96174
51628,13982
70494,34118
09617,49709
91721,32061
17984,46872
47640,59881
25541,40470
20891,95340
29239,33924
60002,01846
38490,09635
82065,10588
74051,95340
73003,65647
14261,51453
91435,41445
09530,59023
83755,97513
45826,53028
52444,10941
04284,06943
79523,17143
07614,26207
53917,02548
11384,12288
31732,51453
60483,09611
12047,68601
99113,90776
26428,98390
16723,53456
83135,42543
46499,09994
03926,62730
34494,95340
95232,37344
65751,69391
57527,71297
29508,95685
97175,91207
33753,30797
96511,04740
39987,62748
18945,97934
55253,98390
84242,29445
03391,10915
11786,32929
00901,36601
95803,70568
82960,98390
97384,30341
19546,25553
46244,52290
55615,09003
54036,51453
21397,94576
13534,71177
16614,79205
88957,95340
52079,44734
00478,50758
55200,65869
51161,94003
93143,74161
20080,83889
36116,98390
82330,86930
53959,83424
58410,50868
35164,74997
38319,47604
10773,63271
76428,06836
27367,36061
04937,40677
14474,76848
39724,49907
63902,99042
19136,12060
41018,84749
27608,30059
40243,68830
98290,71564
72517,15184
14631,14946
44425,75069
57206,81761
80014,69871
47363,16019
33527,54329
22461,01828
52738,63271
36168,76368
85476,78347
16269,10838
94672,57105
25900,51453
10752,51453
61304,24053
89024,42595
40186,21140
90172,54568
37526,49907
66467,76848
96382,07484
68390,27020
55373,51453
53500,39780
02474,34173
13147,78217
05933,17922
21080,78091
49116,30643
87252,71177
10958,76659
24527,23775
03919,11063
52965,05586
81009,70634
70082,42243
31476,49709
13429,66987
85327,86125
50882,05969
08013,19810
08529,99900
26562,10915
59070,51453
78332,58447
06785,08573
36116,03335
01772,20099
62791,77951
31567,10915
91903,49709
13218,54568
61717,72496
73423,40821
99600,10915
83583,71977
20400,72269
47130,63981
81679,97891
06943,68265
33742,10617
86185,27693
84590,46727
69528,32249
48458,92042
83342,11420
27165,95863
45007,21000
70381,16216
15817,02436
21825,52218
90005,85201
58635,51453
00444,47423
61868,55495
07696,67141
61861,10915
54805,10915
03670,51557
67702,10915
81514,47300
20289,12648
26711,63271
77805,59440
50791,24239
64782,73106
71050,19747
44787,80960
05479,44388
55285,52385
14102,89546
00915,17995
37460,51453
89659,68440
72654,36634
46688,46583
66142,03182
22181,62145
89117,85390
25714,76087
17862,20399
52191,96436
21261,97115
16073,38441
05149,74875
50806,55844
50596,51453
60226,25585
88680,47493
51365,76328
90902,63954
09112,43481
91919,11025
76416,82852
48458,65172
18691,09993
07520,69529
53658,88994
19100,38441
00587,48505
01369,20966
48332,04791
86235,51453
33678,88671
20529,27289
27896,65739
92626,10915
71367,85009
76400,13556
71796,83829
66564,07696
03228,01039
14236,69943
79431,77179
10108,78052
41454,83912
06375,14513
48877,91181
49884,47938
48469,72703
95134,51453
51242,65416
53389,66963
32099,21907
81416,84519
30684,30494
12170,10514
42901,01828
15709,87015
36143,91207
55494,25585
20395,49709
77381,74599
16142,31551
32349,51457
42191,70699
14751,13532
10309,90576
65075,32412
13178,13203
78332,37215
74348,49709
13178,33676
33890,15518
84985,04654
89369,77616
61033,15925
97691,38205
20201,28811
38135,43376
98179,81679
48993,72882
55752,72917
61925,13998
47590,07465
13556,02772
26838,06943
66082,46137
48017,38382
34390,71656
63572,51453
85203,71452
63652,63271
08382,20775
64281,31341
30058,51453
24416,88245
38790,78496
39502,50215
42737,66101
89410,17820
06813,15925
22581,32865
52099,64127
53132,98301
59578,18527
68324,80294
06198,44539
56585,24141
01441,44104
49897,63968
18897,48124
09278,84254
94158,19810
44724,19810
72604,96633
52908,47887
92158,13777
79902,12060
70202,42898
66600,80605
80389,05852
89423,64940
34358,51453
69414,99055
78218,63554
23086,06599
44145,73760
30970,25629
45908,74815
91527,51453
79925,72882
62709,19810
55184,70488
43092,55082
59363,42626
33606,73181
41174,19154
87234,69848
54198,44588
97970,47657
78737,87158
66050,66533
45566,24703
57695,83102
77559,65987
03681,22996
69943,25618
23699,48030
53082,71177
17218,45007
27205,17798
94147,17666
85557,14474
13763,10915
10134,80605
49114,62124
64727,42440
15982,96829
14168,42094
07854,73633
20639,57827
71914,37215
37716,26329
73131,39724
73260,22107
49681,17576
13779,80579
76520,00777
77278,83889
23478,18628
23627,71103
75211,75637
01860,10588
34705,18409
52433,26329
10448,06931
72313,02614
09781,44588
02659,92042
10754,39239
25703,44130
05333,88216
91277,01136
04437,28351
26229,19900
54496,80426
24068,24519
36588,37490
29470,83450
58240,15925
36489,74017
57255,97944
73490,00419
29244,95834
04358,70407
42814,25690
20491,87015
81528,69121
72801,32076
93149,56017
98183,56216
16737,45899
20687,98664
65149,17798
11585,15925
75728,11017
51175,21000
86663,05076
74402,78217
08137,12060
56857,67699
59747,38720
43777,79045
59886,84562
73193,60910
47321,97767
77805,49432
82562,71177
77503,37287
59774,68437
66897,84126
57488,29597
00411,41445
65439,99079
54390,82386
02950,16462
72211,01039
95182,92180
74801,96048
22423,54930
21706,18554
10484,90369
39184,87237
31270,58168
36574,25511
75706,91207
77330,21092
20559,34358
25509,23775
22720,00587
21939,23400
09248,04013
49587,90582
43809,33888
08126,10941
97066,21160
44631,27540
95627,63968
04510,21160
53456,54568
73378,77078
37215,64940
27420,58575
32198,19256
21259,28664
32286,38502
21401,54607
17534,00696
71265,02768
74625,71064
71385,99924
30387,11723
35152,71452
12141,15925
76704,06599
44005,71297
51900,30929
81069,55673
17760,95340
15654,13998
10156,48575
40442,54568
36405,15925
01989,38382
78735,73106
35007,60419
74909,19810
59198,33676
13096,54568
23687,38792
10257,65739
13348,48657
30613,68401
16874,95068
35820,47630
19893,63271
67319,59086
52601,24380
13694,89331
18684,65647
82250,42440
59254,77078
30083,02753
75548,54726
87746,70481
70749,90022
41305,86394
35270,06943
21769,66101
08573,35029
30355,84268
47113,00990
12648,26427
95923,72882
13422,54568
13982,29423
88639,81468
68503,83284
64127,91564
60907,59881
34060,46713
16703,37344
98551,24243
17380,15268
12553,50082
31085,66241
33237,59023
89921,31652
71538,75166
78165,17798
01018,29646
71885,48836
05591,42924
84254,37986
76003,19769
27533,87015
22270,54568
73829,42710
12797,35531
81761,94995
21706,33523
95375,51453
37802,96063
35902,06599
68871,33039
66574,74320
47745,69391
70419,19173
98277,51453
42154,65490
94719,75540
17862,39724
22448,01963
67204,26329
63746,12060
77278,73568
48113,29873
28468,84456
84777,86408
98010,37249
77408,38441
73520,15925
24068,85623
01222,71694
70774,18272
97063,75755
84538,39812
39265,44347
73131,40423
77940,72269
23629,61318
12169,83225
22165,75359
32216,92128
11628,27872
75845,17451
01562,74802
80125,65705
55096,38574
92428,43825
17804,40189
00051,25886
45297,79415
07199,96354
47960,42739
24336,07843
37225,61435
02548,67482
81419,08529
98062,72230
76032,21000
49082,72594
71422,58077
17812,15925
61313,10526
78305,21000
00777,64940
55403,96454
70198,14008
64180,63271
42103,39228
52806,10915
91240,71177
07520,47689
57627,85770
51609,27208
94461,51453
46991,01056
75706,32158
61231,17205
35373,42167
58810,79208
87616,14400
29325,63271
27077,98390
26226,74397
15194,01331
81733,25511
94915,10462
57539,29437
26406,67230
51381,34444
37548,10941
99561,19594
23427,46153
87541,88994
69414,36141
55446,88931
04274,41996
92275,19850
32846,56216
23603,58564
06127,78425
56574,77103
62602,32231
44966,10783
72879,43680
11545,80605
65372,58168
74692,18786
39259,65225
05572,87251
37485,52501
58887,30070
34816,08559
65562,16216
35037,33978
44225,75755
66191,79016
75728,24880
75473,72312
01507,16190
38319,72882
48992,70837
50086,81634
18063,41312
75093,04038
91640,46881
26189,51300
97633,66101
08642,62530
00432,54976
29873,49952
44562,58883
41000,48657
34911,17274
51600,68835
30878,31648
78064,55957
04358,54568
28936,48063
10463,25872
56385,05483
64543,82372
84447,40308
12608,28664
60174,50414
69247,25872
27946,45268
52314,69043
10978,51453
59624,81750
46583,86795
33480,89172
61801,12811
51185,71694
53354,51759
09247,36803
38827,87252
11605,51453
68530,71028
75583,03356
08185,14716
62835,92599
21858,54514
14597,01231
68402,30188
05561,65242
86334,81466
74273,38382
37839,97658
48227,40490
56551,03347
04937,21401
32490,43915
56017,54607
32201,20228
52322,48822
58134,63271
03031,78217
62267,65609
17953,18198
24040,41759
62835,91131
85407,27191
10838,57469
67691,44588
85999,50619
43407,20991
43478,63271
06350,38441
27042,54131
26936,29788
22104,65100
92415,57950
66589,71779
52751,02548
41237,76132
84777,31824
02978,81855
84700,29646
18255,13844
15661,64940
08053,25892
74177,42038
93278,72703
72110,84792
90958,68601
04030,39924
27158,18619
08382,72525
53056,72594
76383,93469
90022,89195
01983,47789
76758,54568
67347,81172
10734,63271
74968,78217
20891,49709
74240,15416
93653,31844
26891,72882
30763,46081
60399,69807
00798,51453
40308,57000
22412,39783
38047,15745
27205,67634
78218,51453
88462,22448
11605,63271
31196,95776
39589,64375
85018,55673
02655,10915
47677,73106
80875,97917
59380,02772
50364,55498
08670,57853
71412,43680
00312,36810
80356,51453
35424,22025
67768,70515
36408,63271
32164,77561
92951,14410
92493,63389
98454,08559
96450,51453
54596,47395
00765,38402
49877,95472
35333,63271
90369,10941
85793,51453
07068,10915
86438,83193
76848,92042
87503,13998
86909,50894
43322,00266
59285,73106
15178,47908
79251,97804
54354,59202
05794,44148
06555,19810
67837,59086
04262,51453
09005,44922
53049,14944
21643,55673
54646,51453
86551,85768
38720,80030
69893,32194
04078,63271
02655,45317
68339,50619
76664,96581
74766,18312
85976,46743
36061,09891
55253,51453
55777,94223
91299,10915
79325,87745
50865,84022
22385,76245
53596,38441
02067,52104
70408,13145
02276,22931
15908,45103
84519,71936
22946,99154
55569,19256
34511,27128
28713,32194
78681,37928
86502,18319
33070,33083
69170,63684
64036,89645
10825,17798
97861,71009
88078,93297
18785,29151
87420,86596
28281,40004
02514,54568
20475,95685
60544,36451
01253,18087
34717,53746
53481,78825
93890,06702
80796,37486
59293,00083
38382,23081
41759,13065
91876,30243
46710,35222
93096,72703
33400,49995
10617,65547
58076,74959
36460,63615
31835,86305
93521,26511
67479,51453
15763,34770
95464,53771
65845,24014
48956,26936
94874,39239
20047,99823
16723,21843
05191,37907
61304,56205
82767,97115
53861,27568
10013,12590
76884,30604
64041,96792
88697,90448
17860,71177
33504,18554
69600,38441
21685,96215
74530,58182
01534,38327
52519,08378
59887,95340
75304,54568
23176,18786
45634,37520
78064,90793
79444,63177
20269,54568
98041,55924
97649,51453
28324,31605
73181,69391
52751,52000
61343,66417
59585,57063
49228,91404
57326,01317
16061,23773
69747,17115
69396,95340
32896,89108
32388,10588
26415,55893
99151,18812
79297,09251
16590,39502
